gene	CGC	OncoKB	2020Rule	CTAT	Oncogene	TSgene
SDCCAG3						
STK40						
DEPDC1B						
ZNF181						
RIMBP2						
SERPINE2						
PXDN						
CREB3L4						
MAN2B1						
C2orf48						
RAE1						
NEURL1B						
ZNF705G						
RNPEPL1						
CD93						
HOXB8						
MPLKIP						
ZBTB11						
KRT23						
RHEB		ONC				
IP6K3						
PSAT1						
A2ML1						
GIMAP6						
MYO1G						
FAM179B						
SYNE1						
POLR3B						
PBXIP1						
SMPD4						
ZNF564						
PAPOLG						
BRPF3						
IL17D						
MCM4						
ATP8A2						
MTHFD2						
VPS33A						
CCDC175						
DEF8						
RNASE2						
CCDC77						
FBXW2						
XPNPEP3						
RALGPS2						
SLC9A1						
USP24						
ADO						
SP6						
CCR2						
CCT6A						
DDI2						
CHRNB1						
EXOC3L2						
TOMM34						
TUBB2B						
NAT2						
FTHL17						
FAM122C						
ESAM						
STX1B						
STXBP3						
KCNH7						
CFAP97						
VPS11						
SMG9						
IAH1						
LDLRAD4						
HIP1	ONC					
VPS51						
CCDC91						
DDHD1						
SOWAHA						
LGR5						
FKBP5						
ATP5PD						
HIST1H3F						
MAD2L1						
RPL35						
PEX10						
IL4R						
PXDNL						
NPL						
HSPE1						
C9orf78						
DNM1						
KLHL28						
MMRN2						
SPINK5						
CWC22						
HIST1H3H						
PMPCB						
MAPKAPK5						
INSR		ONC				
ARID3C						
CBLB	TSG				ONC	
GPR132					ONC	
TUBB4A						
PNMA2						
RWDD2A						
SOCS7						
LIN52						
DNAJC8						
TEDDM1						
OR56A3						
AKT1S1						
MRPL53						
MPND						
RNF20						
SEMG1						
PKD1L2						
GFRA2						
SHCBP1L						
ZNF518A						
NLRP4						
ACSBG1						
B4GALT4						
TAS1R1						
ZCRB1						
PCDHGB2						
ZNF318						
CFAP206						
CTSE						
ACTR2						
PLEKHO2						
KNCN						
LITAF						TSG
SLC2A8						
FTL						
HCN2						
CHCHD10						
MRAP2						
TMEM64						
FOXRED2						
FGB						
CYP20A1						
IL2RG						
CLIC3						
LCN6						
POLL						
LEFTY1						TSG
GPHB5						
METTL9						
CFAP54						
TMEM14B						
NINJ1						TSG
NELL2						
SOCS3		TSG				TSG
HIP1R						
DISP2						
MPP3						
TCF7						
TSPYL2						
EIF2S2						
MRPS11						
RMDN3						
RPSA						
FAM200B						
HOXA11	TSG/ONC					
HEATR4						
TRIM43						
SCAP						
CD84						
KRT85						
TAS2R9						
MAPRE2						
PMS1		TSG		PSSIBLE_ONCOGENE		
SNX17						
IGSF10						
SH3BP2						
COL21A1						
PHOSPHO1						
UBL4B						
STEAP1						
MAPK8IP1						
NMUR2						
PTPRF						
RCOR1						
RAB38						
ARMCX6						
HEATR2						
RDH16						
ENOPH1						
SWT1						
TMEM63A						
ATP6V1B1						
IRF3						TSG
DAAM2						
C1orf174						
ME3						
KIAA1731						
FOXC2						
BROX						
CLCN5						
ODC1						
C20orf202						
SREK1						
TRMT61A						
TMSB4Y						
FUZ						
PPP1R14A					ONC	
SHROOM2						
FAM155A						
NR1D2						
MIP						
SLC2A11						
MTA3						
BCL2A1					ONC	
RIMKLB						
CCDC6	ONC/TSG				ONC	
CARD17						
PLD1						TSG
TAF7						
NEBL						
GIPC1						
MRPL48						
SAMD8						
LGALS3BP						
APOB						
GAS2L1						
MRPS27						
TBC1D3					ONC	
BICD2						
EME1						
NCF2						
CAPN8						
INSL3						
MYLPF						
DGKK						
BAP1	TSG	TSG	TSG	TSG		TSG
C2CD2L						
PMAIP1		TSG				
GTF3A						
ZNF808						
LRRC4C						
ANKRD39						
IL36RN						
LZTS3						
CDC5L					ONC	
MAGI3						
FAM216A						
SENP7						
IL1R1						
PLPP5						
FMR1						
NLRP9						
TBC1D14						
NKRF						
CSNK1G2						
ADGRG5						
SPATA4					ONC	
RTN4RL2						
CCL7						
CIAO2B						
FEZ2						
SLC35C2						
SLC16A10						
C4BPA						
ADCY10						
CLN8						
STMN3						
POT1	TSG	TSG				
NRN1L						
PDDC1						
UGT8						
GAGE8						
ZFP90						
BFSP2						
CCL21						
PODXL2						
OR10H1						
SH2D6						
SGCB						
ELF3	TSG	TSG/ONC		PSSIBLE_TSG		
OR4B1						
RNF41						
UBE2J2						
MAST3						
NFKBIB						
ZNF33B						
DYSF						
ORMDL1						
DIP2C						
P2RX6						
SERPINC1						
TAGLN						TSG
HOXB5						
SGMS1						TSG
BPIFB6						
DGUOK						
B4GALNT4						
ACAP3						
SLC12A6						
GPR151						
ZNF425						
HOMER3						
RND3						TSG
SLC26A3						
CTXN3						
C1orf127						
RACK1						
KLHL40						
FBXO31						TSG
CLIP2						
ZIM3						
ENPP7						
PRR22						
ZG16B						
SLC6A6						
PDE4C						
UPP2						
OR52B4						
FAM21A						
PRPS1						
RSPO4						
PAIP2B						
RAMP1						
RASD2						
DYNC1I1						
PRPS2						
ERICH6						
IARS						
USH2A						
MOB2						
DNAH17						
PINK1						
KRTAP12-2						
SERPIND1						
TEKT2						
CRYM						
TRIM65						
DMGDH						
NF1	ONC/TSG	TSG	TSG	TSG		TSG
ACP6						
ADAMTSL5						
CTXN1						
PLEKHM2						
PGLYRP2						
TMEM178A						
DCUN1D1					ONC	
GRAMD2A						
PILRB						
RPL36A						
MEIS2						
PXN						
DLG4						
MYO10						
WDR6						
TXLNB						
USP53						
HIST1H2BM						
MAJIN						
MTOR	ONC	ONC		PSSIBLE_ONCOGENE	ONC	
NPC1						
OR4A5						
SSH1						
SRCIN1						
FBXO43						
TVP23C						
LST1						
KIAA0355						
PTCH1	TSG	TSG	TSG	PSSIBLE_TSG	ONC	TSG
FAM65C						
MGARP						
TMEM270						
GPR114						
GRIN2B						
NSMCE3						
HDAC8						
PLAA						
NPFFR1						
BATF3						
CREBZF						
RELL1						
PCDHA2						
TEDC2						
CLCA4						
SECISBP2L						
ZC3H11A						
SFN						TSG
RABEP2						
PFKL						
CYB561D2						TSG
ACSM1						
NFKBIE	TSG					
GALK2						
EIF1AD						
SVEP1						
THRA					ONC	TSG
CHRNA9						
ATP11C						
DDX24						
FOXG1					ONC	
DPYD						
MMADHC						
SP110						
PDP1						
ZGPAT						
TLR10						
VAX1						
GATAD1						
DNTTIP2						
ZNF536						
TAS2R31						
MAFG						
FAM114A1						
LGALS14						
KIAA0907						
RAN						
DEF6						
GIMAP5						
JAM3						
UTP14C						
ITGBL1						
DNAJB2						
OR1S1						
HHAT						
COL4A6						
PANK1						
DNMBP						
UNC45B						
SPINK13						
KCNJ16						
AGPAT4						
CCNF						
PLIN5						
IL15						
INPP5D						
NBPF1						
NUP37						
CT47A1						
RITA1						TSG
GLUD2						
CFHR2						
CAMK2N2						
SHTN1	ONC					
FAM160B1						
PCK2						
WDR83OS						
ERO1B						
DYNLL2						
KCNH8						
TMEM109						
BSPRY						
RIPPLY1						
FOSL2						
RUNDC3A						
PHKG2						
ZNF106						
C22orf24						
PRRX1	ONC					
XPNPEP1						
KLRF1						
FAM129C						
TFAP2C						
TMEM255B						
ARHGAP11B						
GLRX5						
LRPPRC						
VSIG1						
PCDHB15						
HMOX1						
MEGF9						
MT4						
KIAA1257						
WFIKKN2						
ITM2B						
DRICH1						
PMFBP1						
CKLF						
GNG11						
DEFA1						
KCNG1						
RBM12B						
PIH1D1						
PPP1R12C						
SARNP						
SNTG2						
H2BFM						
GPRIN2						
FNDC9						
ANKRD29						
POTEB						
RFT1						
IBSP						
TNRC18						
ACTL10						
ERCC5	TSG	TSG				
LCE1E						
OR4D11						
C15orf62						
ELP5						
C2orf27A						
C2orf50						
RPRML						
FAM189A1						
NOM1						
HMGN3						
FABP7						
FSD1						
ATP13A4						
PMVK						
CXorf30						
OR4C16						
OXGR1						
ZNF549						
RFPL1						
C2CD3						
IL6ST	ONC					
TBXA2R						
C2orf71						
GK2						
CRLF2	ONC	ONC	ONC		ONC	
MORN1						
CPB2						
CEMIP2						
B4GALT3						
REEP3						
ATP9B						
SHISAL2A						
NAB2	ONC/TSG					
APBB3						
VPS45						
PIGT						
S100A7A						
SLC25A45						
AMPH						
RPL18						
HAUS1						
BRWD3						
SLC25A29						
SLC7A8						
OR2T27						
LHFPL6	ONC					
ABL1	ONC	ONC	ONC		ONC	
ASB17						
EVI5					ONC	
GJA8						
PIGP						
OR10R2						
YAP1		ONC			ONC	TSG
PTBP3						
MPZL3						
CHCHD6						
CLINT1						
IDH3G						
CAPN5						
OR4A15						
ANKRD13D						
ZNF267						
OR7G2						
MRPL36						
PKP4						
SFXN5						
OBP2A						
ADGRG1						
DBX2						
POLR2E						
LCN2					ONC	
KIAA2013						
THRSP						
NOS1AP						
COLEC10						
ACTRT1						
S100P						
PSMB11						
RIBC2						
CCDC146						
SLC25A23						
WDR78						
ATAD3A						
DNER						
HIST3H2A						
ZDHHC3						
COL8A1						
FOXK1						
DHRS13						
SUCLG1						
LAMTOR4						
TVP23A						
C14orf2						
VAT1L						
TREH					ONC	
MAD1L1						
OR13C5						
CD163L1						
MFSD9						
IL20RA						
RASSF2						TSG
FAM86A						
FUT1						
RARA	ONC				ONC	
CCDC84						
DUSP28						
ABCB6						
SSTR4						
SETD6						
OR8K3						
FAM111B						
TPH2						
CDC20B						
METTL14						
USP11						
OR5H14						
PKN1						
ITM2A						
PAG1						
ALDH16A1						
ADRA2C						
DIS3		TSG			ONC	
HAT1						
KIR2DL1						
ARFGAP1						
SPDEF						
DAGLB						
TOPORS						TSG
TMPRSS6						TSG
CS						
PTPN1		TSG/ONC				TSG
LYN	ONC	ONC				
SH3D21						
HSPB1					ONC	
DEFB107A						
DZIP1L						
CT47A2						
NFE2L3						
MUTYH	TSG	TSG				
ACD						
LY96						
TPD52					ONC	
NDUFB3						
HRAS	ONC	ONC	ONC	ONC	ONC	
GDPD3						
MPIG6B						
SGCG						
CHUK						TSG
FCHSD2						
ADGRG4						
APMAP						
G6PC						
NECAP2						
SFRP2		TSG/ONC				TSG
DEFA4						
ASAH1						
FAM13B						
OR2AG2						
BST2						
SHISA5						
SCGB1D2						
RPUSD3						
SH2D4A						
ZDHHC22						
CORO1B						
SATL1						
ABCA9						
CDO1						TSG
FAM118A						
KANK4						
ZMYND8						
RNF125						
TONSL						
C18orf32						
SSX4	ONC					
KCTD13						
TCTE3						
PLA2R1						TSG
PDK4						
FAM159B						
NOP16						
SMR3B					ONC	
PXMP2						
MLNR						
HIST1H4C						
FREM3						
SETBP1	ONC	ONC	ONC	PSSIBLE_ONCOGENE	ONC	
ZNF696						
CXorf21						
HSP90AB1	ONC					
ANAPC11						
AGPAT9						
DAB1						
AGRN					ONC	
ROPN1B						
EIF2B2						
EPHX1						
SPG20						
SLBP						
PCDHGA8						
ADRA1A						
COMMD5						
FRY						
KLHDC4						
RGL3						
SOX18						
SRC	ONC	ONC			ONC	
TTLL10						
MTMR4						
CELA1						
GRAMD1A						
KDM4B						
SEPW1						
PRKAG3						
LRRC15						
UVRAG						TSG
VWF						
CSNK2A1					ONC	
FGFRL1						
KAT6B	ONC/TSG					
HRK						
DEFB103B						
MORC4						
ZNF426						
AAMDC						
NHLRC4						
NUPR1						TSG
NCLN						
RASGRP3						
UGT2B28						
STRA6					ONC	
FAM65A						
ATP10D						
ANP32B						
CXCL14						TSG
FCF1						
SMPD1						
F11						
IGJ						
C7orf60						
NR1H4						
LUC7L3						
BEND5						
OR2T35						
OR2M5						
STX12						
RAD51C		TSG				TSG
CUX2						
ADAMTS16						
TGFBI						TSG
SUN5						
MGLL						
GRM5						
CMC2						
PPP2R2C						TSG
XAGE3						
PLXND1						
B3GALNT2						
ACAD9						
PMCH						
ARL5C						
LENEP						
C1QBP						
ELMOD2						
SERPINE3						
DHX34						
CDH12						
ESM1						
WNK1						
DGLUCY						
ING5						TSG
KHDC1						
HDAC4		TSG/ONC				
RNF215						
BHLHE40						
FAM120B						
PCOTH						
ARHGEF37						
TMEM254						
DHTKD1						
THEMIS						
ATP6V0A2						
C1orf100						
H3F3C						
RPL11						TSG
DTYMK						
ZNF451						
SLC45A2						
L2HGDH						
VPS26A						
KIF16B						
TENT5D						
C10orf76						
P2RY6						
LZTS2						
GSTM3						
TAF12						
GSC2						
HOXA5						
ARHGAP6						
SPACA7						
ACOT8						
NAALAD2						
SUGCT						
TIMM13						
C20orf203						
TEX9						
NOBOX						
KIAA0825						
VNN1						
UBE2L6						
OR4F29						
SPAG11A						
DNMT1		ONC	ONC			
AKNA						
NDUFA9						
ITPR2						
CD53						
SYTL4						
EFNB3						
ZNF274						
ZNF319						
L3MBTL1						
SPDYE3						
GDE1						
GLOD5						
DMTN						
GALNT18						
GNG7						
RNASE9						
PREX2	ONC					
HTR1F						
NAT10						
SLC17A1						
CYBB						
PSMA7						
KRT6B						
MYLK						
TSPAN9						
NEK2						
INAVA						
CHKA						
CCDC173						
PRR11						
HNRNPLL						
LY6G5B						
LCAT						
OR6Q1						
GPR148						
SLU7						
RRBP1						
EVPL						
PLXDC1						
RPP14						
CD69						
SLC9A4						
KRTCAP2						
ADAM9					ONC	
XXYLT1						
CDSN						
EWSR1	ONC	ONC			ONC	
SOS2						
ZNF432						
SENP2						
EFNA1						
GCA						
GSTO1						
FAM198B						
LPCAT4						
MKI67						
THEM5						
LIMS3						
OR9A2						
PRPF40B						
CCDC122						
PDLIM7						
ARHGAP33						
STON2						
GBP7						
SNX32						
NACC1						
PTPRH						
ETNK1	TSG					
CTSZ					ONC	
SPANXN4						
POLD4						
AP4E1						
DSP						TSG
OR4F5						
SLC26A2						
POLR2J3						
GPD1						
DOK5						
OR2T29						
OR8U8						
DAOA						
MAL						TSG
DHX35						
MYO7B						
COL4A3BP						
KLF11						
ANKRD46						
TMEM214						
NECTIN3						
GSTZ1						
SNRPE						
RELA						
CASQ1						
GPR110						
SPARC					ONC	TSG
RAG2						
MTA1						
SERPINH1						
AVPR1A						
CRYBB3						
C11orf21						
MAPK7						
ADCY1						
EPS15L1						
C2CD2						
SLCO5A1						
NUDT5						
DAND5						
ACSM2A						
TBX2					ONC	
YKT6						
LHX4						TSG
RPS8						
TRMT112						
TRAK2						
STXBP5L						
TAAR2						
MAGEA3						
UBXN11						
BACH2		TSG				
GSTA5						
EME2						
RANBP10						
RPL13						
CSRP3						
CLK2						
ME2						
LYSMD4						
MYO18A						
MYADM						
MCOLN3						
OR6M1						
RPL10L						
CD1E						
TMCC2						
BLVRB						
F2R						
FAM90A1						
EXOSC7						
DCTN6						
TULP3						
RNF113B						
PRLR						
GLI3					ONC	
BRF1						
FGF17						
PPA1						
CASC1						TSG
PLEKHG2						
CNTLN						
GPR89B						
FTH1						
MXD1						
C9orf106						
INTS3					ONC	
MBP						
OTULINL						
HHLA3						
KCNG4						
NPAS3						
TMEM106C						
OR52E8						
ATP2B2						
PCDHB8						
HEPACAM2						
PLPP2						
ZC3H7B						
POMP						
HIST1H4D						
ANGPTL6						
RHD						
PGBD3						
CYP2C8						
C10orf113						
C1orf177						
ZNF562						
EPM2A						
TMEM232						
MRPL10						
PUM3						
ULK1						
ATP4A						
CXCR6						
IQCG						
TOP2B						
PRSS36						
DEPDC7						
SDC4	ONC					
C19orf26						
MBD3L2						
NPBWR2						
SLC2A14						
C17orf89						
NKX3-1		TSG				TSG
HYKK						
TMC4						
STK17A						
GABRD						
RGS11						
FLG2						
CLK1						
NMU						
MTFP1						
SARM1						
USP21						
RBMY1D						
LIF						
SELENOM						
CYP11A1						
MYL4						
GNRH2						
ABCF3						
STOX2						
FAM210B						
XRCC6BP1						
TTLL6						
IMPG2						
SYPL2						
PRKCB						TSG
TAAR8						
CT47A7						
BHLHA9						
MFRP						
TGFB1I1						
DSG2						
HEPHL1						
PANK3						
SAP30L						
DEGS1						
TP53BP2						TSG
EIF3C						
SLC22A23						
HS3ST1						
NIN	ONC					
LTO1						
EIF3D						
MRPL37						
SLC25A27						
COA6						
ILKAP						
CDY2B						
ZNF326						
ABRAXAS2						
KIAA1551						
ATP5MPL						
ZADH2						
WFDC6						
TNPO1						
PTGDS						
SLC37A2						
PRSS3						
RAB34						
OR11H12						
COG3						
HOXB2						
EIF3L						
TLCD2						
SRD5A3						
CD14						
CATSPER2						
WDR77						
TUBB1						
C3orf79						
GLG1						
CYP4F2						
LILRA6						
ZNF354C						
NUDT16						
PEG10						
ABCC10						
NAXD						
GPR176						
SDHB	TSG	TSG				TSG
KATNB1						
VN1R2						
WFS1						
PRRT1						
CDX2	ONC/TSG				ONC	TSG
C6orf62						
ZNF75D						
COA7						
CYP2R1						
KYAT3						
ASB8						
TMX3						
STAG2	TSG	TSG	TSG	TSG		
LVRN						
MAT2B						
NTSR2						
TEKT3						
LRP2BP						
ATP6V1C1						
C11orf88						
SLC45A4						
CRYBG1						
OR10J5						
PRAMEF16						
ISM1						
PRAMEF10						
CXCL10						
VPREB3						
CDH3						
GBA2						
GUCA2B						
PPFIBP1	ONC					
KIF1BP						
CD300LG						
PARP8						
GLIS1						
MED16						
UACA						
NFE2L1						
GPC5	TSG					TSG
USP28						
DTWD2						
TMEM47						
COL16A1						
SPINK6						
TLE1					ONC	
MAGEB2						
AURKC						
ZFPL1						
HSP90B1						TSG
MTFR1L						
TTLL12						
ATP5MF						
WRB						
ZNF639						
PAX2					ONC	
TAS2R43						
TMEM132D						
YTHDC2						
C9orf72						
LURAP1L						
DDB2	TSG/ONC				ONC	TSG
HIST1H2BC						
ATP5F1B						
DNASE1L2						
TLE6						
DEFB136						
MZT1						
PABPC1L2B						
SPOCD1						
S1PR2						
CCDC134						
PPP2R5A						
AKR7L						
HCAR2						TSG
AK7						
ITPRIP						
IKZF2						TSG
PIK3CD		ONC				
TRIM31						TSG
NRDE2						
ANKRD49						
ST6GALNAC2						
FABP9						
TSPY4						
CDK16						
RPP25L						
GNPAT						
PPM1J						
ARHGAP24						
ZNF879						
BTN3A1						
FBXL13						TSG
ABHD16B						
BAG5						
PNRC2						
ZC3H7A						
CCDC96						
ACTRT2						
AMOTL2						
GAL3ST3						
NDE1						
CEP152						
LONRF1						
NXPE2						
SYCN						
ERCC6L						
ERN2						
MDGA1						
DDIT4						
PLCE1						TSG
HMGCS2						
NDRG1	ONC/TSG					TSG
EFNA3						
WISP2						
EDARADD						
CLDN5						
NGLY1						
CDCA2						
STRIP1						
SPRTN		TSG				
CALCOCO1						
FLOT2						
MSI2	ONC	ONC				
CEMIP						
ARV1						
KRBOX4						
NSUN5						
MESP1						
ZNF519						
EDRF1						
FZD6						
CNTRL	ONC					
FCGR1B						
TMEM151A						
RAMP2						
RND1						
SF3A1						
TACR3						
SLC25A32						
ITGA8						
CXorf49						
TMEM100						
FAM166B						
WNT3					ONC	
RBX1						
TBL2						TSG
TMPRSS9						
ERICH6B						
FAM98C						
AOAH						
SH3BGRL3						
NAA60						
ADAMTS18						TSG
CUBN						
PKD1L1						
DLX3						
WWP1						
SNRPG						
REPIN1						
LRRC8A						
ATP6V1B2		TSG				
SLX4IP						
MFN1						
C1orf162						
RDH13						
HECW2						
C1QTNF8						
C10orf11						
C10orf95						
KRTAP20-1						
SHF						
MRM1						
ZNF300						
CCDC18						
KIAA1161						
DZANK1						
GAGE2E						
EGFL8						
C16orf54						
OSGEPL1						
DCTN4						
HIST1H2AL						
TACR1						
C9orf40						
VAV2		ONC			ONC	
THOC2						
ERCC3	TSG	TSG				
OST4						
SEPT7						
HAPLN3						
HIST1H1A						
PCDHB6						
ILDR1						
TSPAN14						
PPM1A						TSG
SLC52A1						
DACT2						
NFKBIL1						
MCTP1						
OR13D1						
DUPD1						
FAM167A						
PTPN9						
PREB						
ASTN1						
FANCA	TSG	TSG				
TRIM16						
RIMBP3C						
QARS						
IFNA5						
AP1M1						
GUCY1B3						
RUNX3					ONC	TSG
SOX5						
CRIP1						
ABHD10						
HYAL1						
AATF						
IRAK3						
SLC39A11						
AP1B1						
PRSS45						
FAM47C						
CWC27						
SRPK2						
GPATCH3						
RECQL5						
OR8D2						
SH2D5						
ZMAT3						
C1QTNF1						
EBNA1BP2						
PRKAG1						
TAC3						
CCT7						
ATP6V1G2						
PLA2G4F						
MYEF2						
MAP4K4						
AP3M2						
ITGAX						
OR6K6						
WDFY2						
RTF1						
ZFP62						
SIPA1						
MSANTD3						
GCOM1						
BFSP1						
PURG						
MRPL12						
SEC61B						
SEPHS1						
GRAP2						
IFITM5						
ZNF460						
TLR3						
B3GNT7						
OR1J1						
CXCR4	ONC	ONC			ONC	
CNOT11						
RTP2						
MTRF1L						
ANKUB1						
TFEC						
FAM193A						
PHACTR1						
DEPTOR						
TMEM170B						
CFAP299						
UHMK1						
KRTAP7-1						
RGP1						
SH3BGR						
GOLGA6L1						
KRTAP13-4						
RNF123						
SEM1						
WARS						
KRTAP4-1						
WNT9A						
TSHZ3						
HSPB11						
EP400		TSG				
ESR1	TSG/ONC	ONC				TSG
TRIM67						
FNDC3A						
INTS2					ONC	
C5orf47						
HIST1H2BB						
TPRN						
ZNF589						
DEPDC1						
CTGF					ONC	TSG
LRRC55						
NUDT4						
TCEB2						
C18orf25						
STAG3L1						
GPR173						
SSR1						
OR13A1						
PPY						
BPIFB3						
SEMA3D						
CACNG6						
CD34						
ACAD11						
GABRB2						
S100PBP						
GHR						
PHF20						
PHACTR2						
ZIC3						
KCTD4						
FAM71F1						
ADAD2						
ZNF765						
TRIM14						
ADAR						
CDK12	TSG	TSG		TSG		
GLS						
TMEM154						
ZNF703					ONC	
HLA-E						
TARDBP						
MTNR1A						
HABP2						
CENPE						
STARD13						TSG
ANKRD40						
NHEJ1						
PELP1					ONC	
TMEM213						
TMEM167A						
C1orf101						
H2AFV						
TDRD6						
FAM134B						
FUT8						
FAM208A						
ZNF805						
WDR72						
GRK2						
SEH1L						
ARHGAP32						
TOMM22						
TTLL2						
EPDR1						
SPIN3						
SLC6A12						
FAM168A						
ZNF578						
ARL8B						
UTRN						
FZD7						
EP300	ONC/TSG	TSG	TSG	TSG		
RAD51B	ONC/TSG	TSG				
HOXD8						
ATP1B1						
DCLK3						
HHATL						
HAPLN4						
RYBP		TSG				
SLC22A20						
CPEB3	TSG					
ST3GAL4						
C2orf47						
GRIA3						
TAPT1						
SH3RF3						
NLRP13						
SOX11						
PCDHGA2						
ATP6V0A1						
HIPK4						
WDR45B						
ZNF345						
TBC1D9B						
FYB2						
HIST2H3C						
RSF1					ONC	
FGFR1OP	ONC				ONC	
RGAG4						
BARX2						
HAUS8						
TYR						
STAC2						
NPNT						
RHOU						
SLC25A19						
NAT8L						
RAP2C						
ATF7						
DNAI1						
APOC3						
CDYL2						
CAVIN2						
SH2D3A						
MRGPRD						
TPSB2						
FGD6						
NME1-NME2						
PATE3						
ATAD1						
SVOP						
SLC47A2						
ADGRG7						
RASGEF1B						
KRTAP10-1						
DCHS1						
C12orf57						
ZNF784						
HES5						
ENTPD7						
SLC35G1						
CAMK1D					ONC	
INSYN2B						
CD244						
PRPF38B						
QPCTL						
SAGE1						
SF3B4						
EFCAB3						
EGFR	ONC	ONC	ONC	ONC	ONC	
MARS2						
CCZ1						
ATG9B						
DHRSX						
POLR3F						
DNAJC11						TSG
RAB2B						
NOL11						
RAC3						
OR2D3						
ATP10A						
SYT5						
FGG						
TYW1B						
DAAM1						
NRG2						
ABRAXAS1						
SCG3						
HMP19						
SGMS2						
CBLL2						
GRAMD1C						
SLC43A3						
SLC1A3						
BRK1						
EIF4G3						
N6AMT2						
SLC35E1						
ECHDC2						
PHC2						
PSG5						
BCKDHB					ONC	
BORA						
CXXC4						TSG
HPDL						
PAM16						
DNAJB7						
KCTD8						
OR9G1						
CBWD6						
HINT3						
NSL1						
USO1						
UBTD2						
GAGE2A						
C17orf70						
VWC2						
C16orf92						
ACSL5						
TNS1						
KRTAP5-5						
FAM45A						
C17orf78						
ME1						
C11orf30						
OR56B1						
GPR183						
RNASE7						
CLDND2						
METTL15						
PM20D2						
R3HDM4						
TCAIM						
PCDHGB1						
TAAR6						
MORF4L1						
CITED1						
CDON					ONC	
HIST2H2BF						
KIAA0895L						
MARCH11						
C5orf24						
RAB14						
IGLON5						
MRPS34						
RPL8						
MUS81						TSG
SSX5						
REV1						
ZNF662						
ANKS4B						
CLVS2						
TDRKH						
CASP5						TSG
ZBED6CL						
PPP1R36						
LHX5						
ZNF99						
SCNN1D						
ACOT12						
ATF6B						
TPCN2						
PI4KB						
WARS2						
PANK2						
PITPNC1						
ADAM11						
SAE1						
MSANTD4						
LACE1						
MN1	ONC				ONC	
PCNX1						
FAM9B						
TMA7						
HSD3B1						
KRTAP5-1						
DHX58						
PIAS4						
DNAJC30						
DDX49						
TEX37						
BPNT1						
GSTCD						
EIF3G						
TRIM59						
LDLRAD3						
RAP1GAP2						
DESI1						
SELO						
NCOA6						
SPTLC2						
GLRA3						
SYT4						
FMR1NB						
EHBP1L1						
